date,indicator,value,unit,source,source_url,updated_at,frequency,confidence,note
2026-04-24,comex_inventory,176858.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-25,comex_inventory,178005.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-26,comex_inventory,181086.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-27,comex_inventory,177087.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-28,comex_inventory,180937.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-29,comex_inventory,181831.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-30,comex_inventory,180401.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-01,comex_inventory,178999.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-02,comex_inventory,175701.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-03,comex_inventory,178753.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-04,comex_inventory,179705.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-05,comex_inventory,179962.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-06,comex_inventory,176201.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-07,comex_inventory,179784.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-08,comex_inventory,177672.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-09,comex_inventory,178216.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-10,comex_inventory,175412.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-11,comex_inventory,177067.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-12,comex_inventory,178631.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-13,comex_inventory,181847.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-14,comex_inventory,181134.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-15,comex_inventory,175341.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-16,comex_inventory,177884.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-17,comex_inventory,175629.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-18,comex_inventory,178627.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-19,comex_inventory,177598.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-20,comex_inventory,176562.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-21,comex_inventory,175687.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-22,comex_inventory,174389.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-23,comex_inventory,176373.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-24,comex_inventory,179439.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-25,comex_inventory,179755.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-26,comex_inventory,174395.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-27,comex_inventory,174825.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-28,comex_inventory,178279.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-29,comex_inventory,172602.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-30,comex_inventory,175480.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-31,comex_inventory,174975.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-01,comex_inventory,173599.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-02,comex_inventory,173509.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-03,comex_inventory,171954.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-04,comex_inventory,174242.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-05,comex_inventory,173026.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-06,comex_inventory,176628.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-07,comex_inventory,177366.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-08,comex_inventory,172862.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-09,comex_inventory,173204.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-10,comex_inventory,174832.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-11,comex_inventory,171713.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-12,comex_inventory,176345.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-13,comex_inventory,175617.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-14,comex_inventory,175674.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-15,comex_inventory,174747.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-16,comex_inventory,173113.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-17,comex_inventory,172266.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-18,comex_inventory,174478.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-19,comex_inventory,168869.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-20,comex_inventory,174355.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-21,comex_inventory,174632.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-22,comex_inventory,174715.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-23,comex_inventory,168739.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-24,comex_inventory,169029.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-25,comex_inventory,171563.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-26,comex_inventory,172811.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-27,comex_inventory,169808.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-28,comex_inventory,173116.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-29,comex_inventory,174033.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-01,lme_inventory,114360.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-02,lme_inventory,117471.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-03,lme_inventory,116990.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-04,lme_inventory,114562.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-05,lme_inventory,118716.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-06,lme_inventory,117925.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-07,lme_inventory,117839.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-08,lme_inventory,117768.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-09,lme_inventory,115155.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-10,lme_inventory,116878.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-11,lme_inventory,116124.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-12,lme_inventory,117899.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-13,lme_inventory,118085.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-14,lme_inventory,116970.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-15,lme_inventory,120465.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-16,lme_inventory,119409.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-17,lme_inventory,120243.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-18,lme_inventory,121060.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-19,lme_inventory,119200.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-20,lme_inventory,116836.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-21,lme_inventory,117497.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-22,lme_inventory,119014.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-23,lme_inventory,118530.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-24,lme_inventory,119244.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-25,lme_inventory,117473.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-26,lme_inventory,118292.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-27,lme_inventory,116649.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-28,lme_inventory,119155.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-29,lme_inventory,119374.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-30,lme_inventory,120963.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-01,lme_inventory,120126.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-02,lme_inventory,119405.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-03,lme_inventory,119565.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-04,lme_inventory,121127.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-05,lme_inventory,121358.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-06,lme_inventory,121559.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-07,lme_inventory,118172.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-08,lme_inventory,120262.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-09,lme_inventory,119649.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-10,lme_inventory,117646.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-11,lme_inventory,119234.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-12,lme_inventory,118752.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-13,lme_inventory,116745.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-14,lme_inventory,118355.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-15,lme_inventory,118944.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-16,lme_inventory,118535.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-17,lme_inventory,117087.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-18,lme_inventory,117002.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-19,lme_inventory,117880.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-20,lme_inventory,115900.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-21,lme_inventory,118942.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-22,lme_inventory,114767.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-23,lme_inventory,117693.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-24,lme_inventory,116309.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-25,lme_inventory,115757.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-26,lme_inventory,117939.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-27,lme_inventory,116899.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-28,lme_inventory,114685.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-29,lme_inventory,116971.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-30,lme_inventory,115978.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-31,lme_inventory,117072.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-01,lme_inventory,115604.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-02,lme_inventory,118787.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-03,lme_inventory,114046.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-04,lme_inventory,118090.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-05,lme_inventory,115693.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-06,lme_inventory,114640.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-07,lme_inventory,118501.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-08,lme_inventory,116889.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-09,lme_inventory,118069.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-10,lme_inventory,117301.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-11,lme_inventory,114775.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-12,lme_inventory,114527.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-13,lme_inventory,113872.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-14,lme_inventory,114450.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-15,lme_inventory,114699.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-16,lme_inventory,118573.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-17,lme_inventory,117754.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-18,lme_inventory,118708.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-19,lme_inventory,114328.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-20,lme_inventory,114552.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-21,lme_inventory,116243.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-22,lme_inventory,118197.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-23,lme_inventory,114519.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-24,lme_inventory,117174.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-25,lme_inventory,116792.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-26,lme_inventory,117627.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-27,lme_inventory,116601.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-28,lme_inventory,115677.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-06-29,lme_inventory,119985.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-01,shfe_inventory,144892.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-02,shfe_inventory,143359.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-03,shfe_inventory,151059.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-04,shfe_inventory,147548.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-05,shfe_inventory,145214.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-06,shfe_inventory,149113.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-07,shfe_inventory,151909.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-08,shfe_inventory,147257.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-09,shfe_inventory,151953.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-10,shfe_inventory,147720.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-11,shfe_inventory,157568.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-12,shfe_inventory,155125.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-13,shfe_inventory,149187.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-14,shfe_inventory,157673.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-15,shfe_inventory,155037.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-16,shfe_inventory,156741.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-17,shfe_inventory,152052.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-18,shfe_inventory,155043.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-19,shfe_inventory,157672.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-20,shfe_inventory,150410.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-21,shfe_inventory,142302.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-22,shfe_inventory,148290.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-23,shfe_inventory,140969.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-24,shfe_inventory,146875.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-25,shfe_inventory,148465.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-26,shfe_inventory,145725.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-27,shfe_inventory,142612.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-28,shfe_inventory,137625.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-29,shfe_inventory,141813.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-04-30,shfe_inventory,141890.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-01,shfe_inventory,142849.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-02,shfe_inventory,141367.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-03,shfe_inventory,135017.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-04,shfe_inventory,140596.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-05,shfe_inventory,132818.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-06,shfe_inventory,133983.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-07,shfe_inventory,137867.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-08,shfe_inventory,138516.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-09,shfe_inventory,134221.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
2026-05-10,shfe_inventory,134516.0,ton,金属库存监控,,2026-06-29T17:29:54,daily,B,from metal_inventory_monitor.csv
